Monomer A,Monomer B,IP vs SHE (eV),EA vs SHE (eV),Optical Gap (eV),Oscillator Strength (a.u.)
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=C(C(=C1)Br)Br)C(=O)O,1.0029,-2.322,3.7764,0.0337
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CN(CC1=CC(=CC(=C1N)Br)Br)C2CCCCC2,0.481,-2.8793,3.4067,1.1041
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC(=O)C(CC1=CC(=C(C(=C1)Br)O)Br)N,0.8706,-2.6552,3.3319,3.3051
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=C(C(=C1O)Br)C(=O)O)Br)O,0.9478,-2.4666,3.263,0.5442
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=C(C(=C1Br)N)N)Br,0.2249,-2.9215,3.4042,1.1579
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=CC(=C(C=C1Br)Br)C,0.8956,-2.8298,3.6311,0.5292
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=C(C(=C1Br)F)C=O)Br,0.9257,-1.7943,3.377,1.529
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC(=O)C1=CC(=CC(=C1N)Br)Br,0.5211,-2.3445,2.8533,0.8465
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC1=CC(=C(C(=C1)Br)N)Br,0.3536,-2.904,3.1041,2.3248
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=C(C=C(C=C1N)Br)Br,0.6381,-2.8555,3.4654,1.6477
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=C(C=C(C=C1[N+](=O)[O-])Br)Br,0.9164,-1.2691,3.3948,0.0165
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC(=O)C1=CC(=CC(=C1Br)C(=O)OC)Br,1.1891,-1.8975,3.4007,1.8679
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)Br)Br,0.8813,-2.3703,3.4636,4.3723
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC=C(C=C1)C(=S)NC2=C(C=CC(=C2)Br)Br,0.8127,-1.7914,3.1415,0.5114
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CCOC1=C(C=C(C=C1Br)F)Br,0.9939,-2.5451,3.4432,2.384
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=C(C=C1Br)Br)CC(F)(F)F,0.8779,-2.5843,3.5011,1.8384
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CCOC(=O)C1=C(C=CC(=C1)Br)Br,0.9973,-2.1829,3.4764,4.4748
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC(C(=O)O)OC1=C(C=C(C=C1)Br)Br,0.8294,-2.6448,3.4551,3.7747
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=C(C(=C1Br)O)Br)C(=O)NN,0.8402,-2.6812,3.3812,2.4894
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=C(C=C1Br)Br)OCC(=O)NN,0.7502,-2.726,3.4211,3.289
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC(C(=O)NN)OC1=C(C=C(C=C1)Br)Br,0.7943,-2.7694,3.4619,1.4322
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=CC(=C(C(=C1)Br)NCC(=O)NN)Br,0.6123,-2.8278,3.3285,1.8551
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=C(C=C1Br)Br)NC(=O)CC#N,0.7169,-2.7102,3.5002,3.8118
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=C(C=C1Br)Br)OCC(=O)Cl,0.8486,-2.308,3.5223,1.6571
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC(C(=O)Cl)OC1=C(C=C(C=C1)Br)Br,0.8602,-2.2581,3.4603,2.8382
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=C(C(=C1Br)O)Br)CC(C(=O)O)N,0.8216,-2.7181,3.4322,2.5969
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CN=[N+](C1=CC(=CC(=C1N)Br)Br)[O-],0.5524,-1.9609,2.7743,0.6787
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC(C)(C)N=[N+](C1=CC(=CC(=C1N)Br)Br)[O-],0.6422,-1.6678,2.7386,0.6214
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CS(=NC1=C(C=C(C=C1[N+](=O)[O-])Br)Br)(=O)C,0.7619,-1.4236,3.0446,0.383
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC(C)(C)N=[N+](C1=C(C=C(C=C1[N+](=O)[O-])Br)Br)[O-],1.0045,-0.9495,3.3906,0.0515
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=C(C=C(C=C1Br)NCC(=O)NN)Br,0.6741,-2.8978,3.5801,0.8875
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1CC(CCC1NCC2=CC(=CC(=C2N)Br)Br)O,0.4451,-2.906,3.4263,2.7893
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC(=O)OC1=C(C=C(C=C1Br)C=O)Br,1.0958,-1.7296,3.4169,0.8371
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC1=C(C=C(C=C1Br)C=O)Br,0.9929,-1.91,3.445,0.1729
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=C(C(=C1Br)N)Br)O,0.2929,-2.9891,3.0089,1.9881
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=C(C=C1Br)Br)CC(=O)O,0.9741,-2.6713,3.5784,1.3444
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=CC(=C1Br)F)Br)C#N,0.9433,-2.178,3.4721,5.3169
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=C(C=C1Br)CN)Br,0.7897,-2.691,3.5444,4.8898
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC1=C(C=C(C=C1Br)CN)Br,0.941,-2.6566,3.4755,2.3241
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC(=O)NC1=CC(=CC(=C1)Br)Br,0.8907,-2.5808,3.3608,3.7454
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC(C)OC1=C(C=C(C=C1Br)F)Br,0.9941,-2.5308,3.3812,3.9099
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=C(C(=C1O)Br)O)Br)O,0.6828,-2.8852,3.354,2.1783
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC1=C(C=C(C=C1C#N)Br)Br,0.8852,-2.4235,3.4296,2.2473
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CCCOC1=C(C=C(C=C1C=O)Br)Br,0.9577,-1.8254,3.1865,0.1973
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC(C)OC1=C(C=C(C=C1C=O)Br)Br,0.9474,-1.8478,3.2461,0.0617
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC=C(C=C1)COC2=C(C=C(C=C2C=O)Br)Br,0.9708,-1.8262,3.2138,0.1213
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CCOC1=C(C=C(C=C1Br)C=CC(=O)O)Br,0.9533,-1.9209,3.3523,1.4638
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC(=O)COC1=C(C=C(C=C1Br)C=CC(=O)O)Br,1.1594,-1.8631,3.405,1.4438
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CCCOC1=C(C=C(C=C1Br)C=CC(=O)O)Br,0.9878,-1.8771,3.3234,1.1795
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CCCCOC1=C(C=C(C=C1C=CC(=O)O)Br)Br,0.8919,-1.9373,3.3055,0.7493
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CCOC1=C(C=C(C=C1C=CC(=O)O)Br)Br,0.9377,-1.8272,3.3217,0.5893
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC(C)OC1=C(C=C(C=C1Br)C=CC(=O)O)Br,0.9624,-1.8677,3.3514,1.5214
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=C(C(=C1)Br)C#N)Br,1.0043,-2.2723,3.439,1.4409
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC=C(C=C1)COC2=C(C=C(C=C2)Br)Br,0.7757,-2.6591,3.3888,1.8733
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=C(C(=C1Br)C=O)F)Br,0.9831,-1.7358,3.2911,3.689
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=C(C(=C1Br)O)Br)CC(C(=O)O)N,0.8643,-2.6386,3.3582,2.7906
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=C(C(=C1N)Br)F)Br,0.5148,-2.8689,3.4296,1.0928
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC(=O)C(CC1=CC(=C(C(=C1)Br)O)Br)N,0.9167,-2.6093,3.3718,3.5716
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=C(C(=C1F)Br)[N+](=O)[O-])Br)F,1.1317,-1.2595,3.1687,0.1704
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=C(C(=C1Br)[N+](=O)[O-])Br)Cl,1.1271,-1.2312,3.2426,0.0814
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=C(C=C1Br)Br)C(=O)N,0.913,-2.4206,3.4551,2.7178
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC1=C(C(=C(C=C1Br)Br)OC)C(=O)O,1.0379,-2.3286,3.4059,2.376
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=C(C(=C1)Br)CN)Br,0.8553,-2.9394,3.4636,2.0252
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,[C-]#[N+]c1ccc(Br)cc1Br,0.931,-2.3315,3.5512,2.4966
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=CC(=C1Br)C(=O)Cl)Br)C(=O)Cl,1.1528,-0.9699,3.1194,0.9679
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=C(C=C1Br)Br)C(=S)N,0.8135,-2.0416,3.3506,0.4141
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=C(C=C1Br)Br)C(F)F,0.887,-2.5937,3.4424,3.563
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1CC(CCC1NCC2=CC(=CC(=C2N)Br)Br)O,0.3625,-2.9426,3.3234,1.7262
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=C(C(=C1Br)F)Br)Cl,0.9759,-2.4605,3.5206,2.1754
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=C(C(=C1Br)F)Br)N)Cl,0.6586,-2.7686,3.4849,1.1006
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CCOC(=O)C1=C(C=C(C=C1)Br)Br,1.0189,-2.0319,3.4118,1.714
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=C(C(=C1Br)O)CBr)Br,0.7256,-2.7812,3.4535,2.2811
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC2=C(C=C1Br)SC3=C2C=CC(=C3)Br,0.759,-2.3516,3.3923,7.2973
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=NC(=C(C=C1Br)Br)N,0.5647,-2.8874,3.428,2.1026
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,Brc3ccc(c2ccc(c1ccc(Br)cc1)cc2)cc3,0.7845,-2.4151,3.5087,11.8248
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=NC=C1Br)C2=NC=C(C=C2)Br,0.8998,-1.924,3.2715,0.5023
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,O=c2c1cc(Br)ccc1c3ccc(Br)cc23,0.8705,-1.2564,2.4623,0.7109
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=C(C=CC(=N1)Br)Br,0.8904,-2.2396,3.3285,6.1818
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=C(C=C1Br)[N+](=O)[O-])Br,0.9664,-1.2587,3.1041,0.6629
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,Brc2ccc(c1ccc(Br)s1)s2,0.1246,-1.8924,2.4505,10.055
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(N=C(S1)Br)Br,0.7078,-2.1,3.0454,3.8089
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=NC(=C1Br)N)Br,0.5426,-2.8464,3.4033,2.9416
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1COC2=C(C=C(C=C21)Br)Br,0.6881,-2.7137,3.4024,2.8812
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CN=C(C=C1Br)Br,0.9116,-2.2073,3.3149,3.0267
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=NC(=C1Br)F)Br,0.9048,-2.4613,3.5078,3.3002
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=CN=C1Br)Br)C(=O)O,1.0407,-1.6835,3.2053,0.7592
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC1=C(C=C(C=N1)Br)Br,0.8582,-2.5501,3.4432,4.3001
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=C(C(=NC=C1Br)N)Br,0.6959,-2.9731,3.3395,1.8089
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=C(C(=NC=C1Br)F)Br,0.8943,-2.7467,3.6923,0.5987
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1(=C(SC(=C1[N+](=O)[O-])Br)Br)[N+](=O)[O-],1.1061,-1.0053,2.8117,1.9226
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=CN=C1Br)[N+](=O)[O-])Br,1.0418,-0.9722,2.9638,0.9549
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1(=C(N=C(N1)Br)[N+](=O)[O-])Br,0.9244,-1.4292,2.94,1.5941
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=C(N=C1Br)Br)[N+](=O)[O-],0.9719,-0.9267,2.9077,0.7842
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C2C(=C(C(=C1Br)N)Br)N=CN2,0.3815,-2.8214,3.082,2.6953
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=NC(=C(C=C1Br)Br)F,0.8959,-2.5435,3.5368,2.8633
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=C(N=C1Br)Br)C(=O)O,1.0402,-1.6836,3.2886,3.9123
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(SC(=N1)Br)Br,0.6085,-1.8171,2.719,7.4056
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1C2=CC(=CC(=C2NC1=O)Br)Br,0.7501,-2.7305,3.4594,1.999
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=NC(=C1C(=O)O)Br)Br,1.1017,-1.7032,3.3404,2.9446
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=NN=C1Br)Br,0.9725,-1.9089,3.2231,3.5633
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CN=C(N=C1Br)Br,0.9722,-1.8463,3.331,3.9486
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(N=C(C(=O)N1)Br)Br,0.7699,-1.7618,2.7241,4.1225
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=C(C=NC=C1Br)Br,0.8962,-2.7435,3.5452,0.5108
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=NC(=C1N)Br)Br,0.4667,-2.4728,3.0047,0.5138
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=C(SC(=C1Br)C)Br,0.5952,-2.667,3.2503,2.4336
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=C2C(=C1Br)C=CN2)Br,0.4109,-2.6156,3.1126,5.2809
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=CN=C1Br)F)Br,0.9463,-2.1112,3.3897,4.4817
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CN1C(=NC(=N1)Br)Br,0.9435,-2.3612,3.2767,4.3727
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=NC=C1Br)Br)Cl,0.962,-2.1113,3.3735,5.4757
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=CC(=NC=C1Br)Br,0.8803,-2.3006,3.3523,5.9645
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CSC(=C1Br)C2=C(C=CS2)Br,0.4762,-2.2157,2.9859,1.1906
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1(=C(NN=C1Br)Br)[N+](=O)[O-],1.0553,-1.411,3.1177,3.2727
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1(=NC(=NN1)Br)Br,0.9216,-2.3731,3.2154,4.3103
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=O)C(=CN1)Br)Br,0.696,-2.5375,3.1619,4.158
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC2=C(C=C1Br)C(=CO2)Br,0.7394,-2.7063,3.4398,2.7924
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC=C(C=C1)CN2C(=NC(=N2)Br)Br,0.9976,-2.2772,3.3115,4.4817
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=C(C=N1)Br)C#N)Br,0.9914,-1.8323,3.4484,3.695
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC2=C(C=C1Br)N=C(S2)Br,0.9219,-1.9758,3.2061,6.5854
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=NC=C1Br)Br)C(=O)O,0.9974,-1.9386,3.3395,5.2328
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC2=C(C=C1Br)SC(=N2)Br,0.8643,-1.8604,3.1177,1.9583
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC2=NC(=NC=C2C=C1Br)Br,0.9095,-1.6686,3.1959,6.8514
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=C(C=C(C(=N1)C)Br)Br,0.9015,-2.6645,3.5877,0.5254
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=NC=C1Br)Br)[N+](=O)[O-],0.9993,-1.1053,3.0556,1.5251
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C(=O)C1=C(N=C(S1)Br)Br,1.0377,-1.2189,2.9621,0.7658
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1(=C(N=C(S1)Br)Br)C(=O)O,1.0644,-1.3518,3.0743,1.8076
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC=C2C(=C1)C(=NC(=N2)Br)Br,1.0487,-1.5104,3.2954,0.3837
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C(C1=C(N=C(S1)Br)Br)O,0.6923,-2.1253,2.9689,0.5745
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC2=NNC(=C2C=C1Br)Br,0.4894,-2.3673,2.9936,2.8709
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC=C2C(=C1)C(=CN=C2Br)Br,0.9058,-1.9937,3.0114,3.4602
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC=C2C(=C1)C=C(N=C2Br)Br,0.8987,-2.0148,3.2962,2.266
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1(=C(N=C(C(=N1)Cl)Br)Br)N,0.74,-2.064,3.0225,1.3205
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=C(C=N1)Br)C=O)Br,0.992,-1.4877,3.2741,2.5692
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(N=C(C2=NC=NN21)Br)Br,0.9383,-1.7751,3.0828,5.023
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CCOC(=O)C1=C(SC(=N1)Br)Br,1.0467,-1.5239,2.9783,6.1448
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=CC(=CC(=C1)Br)Br,0.8641,-2.6772,3.5061,2.2723
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC2=C(C=C1Br)C(=O)C3=C(C2=O)C=C(C=C3)Br,1.0345,-0.6086,2.8797,1.0661
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC2=CC(=CN=C2C3=NC=C(C=C31)Br)Br,0.9277,-1.9825,3.4186,8.8416
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,O=n1cc(Br)ccc1Br,0.9474,-2.1403,2.8074,1.1025
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C2=NSN=C2C(=C1)Br)Br,0.7328,-0.8661,2.7182,6.3875
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC=C(C(=C1)Br)Br,0.9089,-2.7002,3.5316,1.0555
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=C(N=C(N1)Br)Br,0.3582,-2.6423,3.0565,0.8618
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CCOC1=C(N=C(C(=C1)N)Br)Br,0.4506,-2.4716,3.076,3.4513
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC(=O)C1=NC(=CN=C1Br)Br,1.1315,-1.4432,3.0361,0.5503
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC(=O)C1=NC=C(N=C1Br)Br,1.1261,-1.2982,3.2443,3.5511
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(N=C(C(=N1)Cl)Br)Br,1.0294,-1.7075,3.3004,2.694
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(N=C(C(=N1)Br)C(=O)O)Br,1.0706,-1.5093,3.1066,4.5401
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=CC(=NC(=C1)Br)Br,0.9118,-2.2455,3.2886,4.3478
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=NC(=N1)Br)Br,0.9716,-1.8725,3.1874,5.545
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CN1C=C(N=C(C1=O)Br)Br,0.792,-1.747,2.7284,4.0852
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=C(C=N1)Br)N)Br,0.6929,-2.8636,3.3871,3.4129
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,COC(=O)C1=C(SC(=N1)Br)Br,1.0595,-1.5356,3.014,6.1104
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(N=C(C=N1)Br)Br,0.9436,-1.8578,3.2614,4.5405
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CN1C=C(C=C(C1=O)Br)Br,0.6858,-2.4413,3.0378,2.7127
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(N=C(N=C1Br)N)Br,0.9103,-1.8899,3.1917,4.9674
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CN(C)C1=NC=C(N=C1Br)Br,0.7501,-2.0239,2.9621,2.3472
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(N=CN=C1Br)Br,0.9725,-1.7092,3.2469,5.141
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CN2C=C(N=C(C2=N1)Br)Br,0.9134,-1.9198,3.0548,2.929
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C=[N+](C=C1Br)[O-])Br,0.923,-2.3802,3.0684,0.0442
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(SC2=C1SC(=C2)Br)Br,0.1969,-2.0096,2.5168,9.9436
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=NC(=C1O)Br)Br,0.7791,-2.3362,3.1789,3.2821
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1COC2=C(SC(=C2O1)Br)Br,0.2954,-2.0487,2.5771,7.4067
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC2=C(C(=C(C=C2Br)Br)O)N=C1,0.7053,-2.148,3.2214,1.1534
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=C(C=C(C=N1)Br)Br,0.8875,-2.6154,3.5979,2.2652
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=CN2C=C(N=C(C2=N1)Br)Br,0.9139,-1.929,3.0667,1.9237
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC2=C(C(=C1)Br)N=C(C=C2)Br,0.9549,-1.8248,3.1542,0.7199
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CCCCC1=C(SC(=C1)Br)Br,0.4085,-2.228,2.8601,6.9676
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CCCCCCC1=C(SC(=C1)Br)Br,0.3898,-2.1885,2.7896,6.1861
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CCCCCCCCC1=C(SC(=C1)Br)Br,0.415,-2.2129,2.7947,7.036
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CCc1cc(Br)sc1Br,0.3786,-2.1939,2.7403,6.5393
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(NC(=N1)Br)Br,0.3433,-2.4721,2.8754,6.5484
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CN1C=C(N=C1Br)Br,0.5113,-2.6614,3.1917,4.9603
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CN1C(=CN=C1Br)Br,0.5298,-2.5322,3.1236,5.2017
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=C(C=C1Br)C(=O)O)Br,0.9812,-2.1989,3.4577,4.5159
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=NC(=C1Br)N)Br,0.5692,-2.4188,3.0998,5.0931
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=NC=C1Br)Br,0.8405,-2.1551,3.1925,6.5361
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC2=C(C=CC(=C2)Br)C=C1Br,0.7203,-2.3407,3.2384,1.4696
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(C(=NC=C1Br)Br)N,0.6168,-2.4886,3.1542,4.4829
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=C(N=C(C(=N1)Br)N)Br,0.6651,-1.9389,2.8559,6.2506
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,CC1=C(N=C(N1C)Br)Br,0.4782,-2.7029,3.2358,4.9781
Brc1ccc3c(c1)[nH]c2cc(Br)ccc23,C1=CC(=NC(=C1F)Br)Br,0.972,-2.1636,3.2996,3.6576
